500	-3.694256389
500.1111111	-3.684369157
500.2222222	-3.671730249
500.3333333	-3.656143263
500.4444444	-3.642354575
500.5555556	-3.630346136
500.6666667	-3.616543259
500.7777778	-3.602068008
500.8888889	-3.590880986
501	-3.572921647
501.1111111	-3.567454088
501.2222222	-3.554938509
501.3333333	-3.546499034
501.4444444	-3.520033594
501.5555556	-3.513261662
501.6666667	-3.499356688
501.7777778	-3.483377775
501.8888889	-3.469158812
502	-3.451151658
502.1111111	-3.442433736
502.2222222	-3.425906829
502.3333333	-3.412384977
502.4444444	-3.39586948
502.5555556	-3.38409183
502.6666667	-3.366715769
502.7777778	-3.352258031
502.8888889	-3.33913579
503	-3.326312202
503.1111111	-3.309946675
503.2222222	-3.288353603
503.3333333	-3.27869066
503.4444444	-3.263238838
503.5555556	-3.255278495
503.6666667	-3.238874924
503.7777778	-3.224649199
503.8888889	-3.203503184
504	-3.190487678
504.1111111	-3.174114023
504.2222222	-3.162314465
504.3333333	-3.143370056
504.4444444	-3.131167668
504.5555556	-3.120373417
504.6666667	-3.100946207
504.7777778	-3.092257209
504.8888889	-3.070083857
505	-3.061165603
505.1111111	-3.045455494
505.2222222	-3.029597986
505.3333333	-3.009919391
505.4444444	-2.997174836
505.5555556	-2.982916849
505.6666667	-2.970000872
505.7777778	-2.953586384
505.8888889	-2.939444523
506	-2.923714668
506.1111111	-2.912492086
506.2222222	-2.891098121
506.3333333	-2.874988153
506.4444444	-2.867412968
506.5555556	-2.846976651
506.6666667	-2.838039794
506.7777778	-2.822548235
506.8888889	-2.808887379
507	-2.793805519
507.1111111	-2.785579282
507.2222222	-2.763471884
507.3333333	-2.751271812
507.4444444	-2.740858987
507.5555556	-2.72553511
507.6666667	-2.709357814
507.7777778	-2.694686007
507.8888889	-2.680893219
508	-2.666535168
508.1111111	-2.653339548
508.2222222	-2.639289392
508.3333333	-2.625053799
508.4444444	-2.611700214
508.5555556	-2.599353148
508.6666667	-2.585249796
508.7777778	-2.570251415
508.8888889	-2.557873176
509	-2.545555901
509.1111111	-2.532530224
509.2222222	-2.518376765
509.3333333	-2.506323524
509.4444444	-2.492189744
509.5555556	-2.47953012
509.6666667	-2.469300128
509.7777778	-2.456969927
509.8888889	-2.447890589
510	-2.432988497
510.1111111	-2.422953527
510.2222222	-2.411748287
510.3333333	-2.403686306
510.4444444	-2.389414589
510.5555556	-2.376334876
510.6666667	-2.367242094
510.7777778	-2.356604236
510.8888889	-2.345493218
511	-2.339606979
511.1111111	-2.322088071
511.2222222	-2.315780946
511.3333333	-2.303078323
511.4444444	-2.294884792
511.5555556	-2.286419679
511.6666667	-2.282987505
511.7777778	-2.27143554
511.8888889	-2.263396284
512	-2.252875123
512.1111111	-2.241060416
512.2222222	-2.234995698
512.3333333	-2.222475104
512.4444444	-2.22001561
512.5555556	-2.206102453
512.6666667	-2.196739228
512.7777778	-2.193701421
512.8888889	-2.185360038
513	-2.173012963
513.1111111	-2.168813985
513.2222222	-2.158130455
513.3333333	-2.150933973
513.4444444	-2.148884623
513.5555556	-2.139000081
513.6666667	-2.125019453
513.7777778	-2.120993693
513.8888889	-2.110769095
514	-2.108471603
514.1111111	-2.09816836
514.2222222	-2.089953441
514.3333333	-2.081807281
514.4444444	-2.074783564
514.5555556	-2.065674439
514.6666667	-2.060202693
514.7777778	-2.052851642
514.8888889	-2.046637101
515	-2.040688753
515.1111111	-2.033223308
515.2222222	-2.027080921
515.3333333	-2.025673904
515.4444444	-2.018086803
515.5555556	-2.006543039
515.6666667	-2.001931961
515.7777778	-1.995842034
515.8888889	-1.989364518
516	-1.981800338
516.1111111	-1.981301487
516.2222222	-1.966461673
516.3333333	-1.960670949
516.4444444	-1.959426136
516.5555556	-1.954345635
516.6666667	-1.944722702
516.7777778	-1.939904612
516.8888889	-1.930162929
517	-1.926910085
517.1111111	-1.92078382
517.2222222	-1.91437273
517.3333333	-1.913812368
517.4444444	-1.904097731
517.5555556	-1.899059197
517.6666667	-1.890330559
517.7777778	-1.894631247
517.8888889	-1.883444883
518	-1.87858559
518.1111111	-1.879064104
518.2222222	-1.871469612
518.3333333	-1.868597858
518.4444444	-1.862587653
518.5555556	-1.860549954
518.6666667	-1.857244131
518.7777778	-1.85295769
518.8888889	-1.847225051
519	-1.845828541
519.1111111	-1.838223017
519.2222222	-1.834062059
519.3333333	-1.83216658
519.4444444	-1.826138989
519.5555556	-1.822369864
519.6666667	-1.821605587
519.7777778	-1.814266198
519.8888889	-1.810603071
520	-1.804464154
520.1111111	-1.801857513
520.2222222	-1.79876692
520.3333333	-1.794550073
520.4444444	-1.791096638
520.5555556	-1.788388157
520.6666667	-1.786910738
520.7777778	-1.782166792
520.8888889	-1.780983842
521	-1.775323026
521.1111111	-1.77104315
521.2222222	-1.769164736
521.3333333	-1.763773537
521.4444444	-1.760950338
521.5555556	-1.757880821
521.6666667	-1.754112893
521.7777778	-1.751174041
521.8888889	-1.746798896
522	-1.745146443
522.1111111	-1.743526793
522.2222222	-1.739129989
522.3333333	-1.736848925
522.4444444	-1.734032615
522.5555556	-1.730833203
522.6666667	-1.727856962
522.7777778	-1.723790201
522.8888889	-1.721805694
523	-1.71881289
523.1111111	-1.71517458
523.2222222	-1.714688135
523.3333333	-1.711208059
523.4444444	-1.708282675
523.5555556	-1.706188778
523.6666667	-1.702184431
523.7777778	-1.700280424
523.8888889	-1.69662798
524	-1.693616892
524.1111111	-1.693271806
524.2222222	-1.690260489
524.3333333	-1.688446982
524.4444444	-1.686046691
524.5555556	-1.682964671
524.6666667	-1.683102345
524.7777778	-1.679264674
524.8888889	-1.677527782
525	-1.674204784
525.1111111	-1.673492732
525.2222222	-1.672130557
525.3333333	-1.668902048
525.4444444	-1.666740477
525.5555556	-1.664882576
525.6666667	-1.661557671
525.7777778	-1.660423514
525.8888889	-1.661292411
526	-1.658553159
526.1111111	-1.656666473
526.2222222	-1.654250763
526.3333333	-1.651636923
526.4444444	-1.649554702
526.5555556	-1.646702032
526.6666667	-1.64596058
526.7777778	-1.642078516
526.8888889	-1.644679631
527	-1.641300523
527.1111111	-1.640011792
527.2222222	-1.638130179
527.3333333	-1.636633129
527.4444444	-1.635515186
527.5555556	-1.633693068
527.6666667	-1.631034115
527.7777778	-1.629910231
527.8888889	-1.627439593
528	-1.626806502
528.1111111	-1.627928847
528.2222222	-1.627160769
528.3333333	-1.625841638
528.4444444	-1.625969241
